0.000027792	0.000023317	0.000018135
0.000030899	0.000025818	0.000021765
0.000034482	0.000028617	0.000025323
0.000038208	0.000032825	0.000030226
0.000042901	0.000036886	0.000034401
0.000048361	0.000043547	0.000040824
0.000054528	0.000049847	0.000047410
0.000062810	0.000054617	0.000055910
0.000069086	0.000064260	0.000064581
0.000082361	0.000070478	0.000075238
0.000088404	0.000077114	0.000084730
0.000100746	0.000086129	0.000100782
0.000112955	0.000095732	0.000115634
0.000125095	0.000105220	0.000128746
0.000139198	0.000115785	0.000148016
0.000150214	0.000128321	0.000165485
0.000168332	0.000140956	0.000185511
0.000186801	0.000153268	0.000206589
0.000212023	0.000169228	0.000226885
0.000229407	0.000191040	0.000247187
0.000259345	0.000211631	0.000274326
0.000293645	0.000236975	0.000308625
0.000315708	0.000262123	0.000341839
0.000353587	0.000282670	0.000386153
0.000378609	0.000302704	0.000420925
0.000395465	0.000338289	0.000447530
0.000418789	0.000381178	0.000476929
0.000433513	0.000427689	0.000512103
0.000464586	0.000481874	0.000560362
0.000498211	0.000527544	0.000600556
0.000527832	0.000563105	0.000630129
0.000558790	0.000584573	0.000661079
0.000591917	0.000608139	0.000685473
0.000623859	0.000657596	0.000707928
0.000654098	0.000681859	0.000721192
0.000663073	0.000701802	0.000738107
0.000672872	0.000720255	0.000768074
0.000678989	0.000719004	0.000792464
0.000675597	0.000695733	0.000790434
0.000661865	0.000686209	0.000778853
0.000664340	0.000683752	0.000779866
0.000672704	0.000684055	0.000787673
0.000686760	0.000683709	0.000795943
0.000700742	0.000683482	0.000798369
0.000712268	0.000678304	0.000799408
0.000716095	0.000670373	0.000797546
0.000717963	0.000672033	0.000798290
0.000722559	0.000674119	0.000803527
0.000727143	0.000656408	0.000799024
0.000717024	0.000622460	0.000775029
0.000709270	0.000592009	0.000751271
0.000699787	0.000570918	0.000732765
0.000688407	0.000549767	0.000712136
0.000676788	0.000534353	0.000692802
0.000669217	0.000516332	0.000675611
0.000662340	0.000490231	0.000658064
0.000655870	0.000462544	0.000643664
0.000644248	0.000437772	0.000629133
0.000628691	0.000416888	0.000612627
0.000617049	0.000400565	0.000597927
0.000606305	0.000391006	0.000585244
0.000596779	0.000389004	0.000576572
0.000588675	0.000390925	0.000571016
0.000588871	0.000394001	0.000569874
0.000591688	0.000400977	0.000573069
0.000589505	0.000411420	0.000576959
0.000588664	0.000421143	0.000581154
0.000588143	0.000430666	0.000585346
0.000588714	0.000441333	0.000591936
0.000588249	0.000453248	0.000600951
0.000586605	0.000465078	0.000611968
0.000587658	0.000475524	0.000625588
0.000590392	0.000485050	0.000639900
0.000592536	0.000495864	0.000652955
0.000596090	0.000509800	0.000665432
0.000603194	0.000524788	0.000677044
0.000614366	0.000538379	0.000688090
0.000629540	0.000550179	0.000700337
0.000648695	0.000563904	0.000717698
0.000673008	0.000583347	0.000744184
0.000692637	0.000603737	0.000770435
0.000714907	0.000633529	0.000808183
0.000737888	0.000667152	0.000851339
0.000763784	0.000702807	0.000898266
0.000789555	0.000740861	0.000945297
0.000813985	0.000782144	0.000991188
0.000839611	0.000828932	0.001037198
0.000872502	0.000885987	0.001088221
0.000909469	0.000950346	0.001141431
0.000942053	0.001013905	0.001188919
0.000966217	0.001073848	0.001227895
0.000984596	0.001127932	0.001260137
0.001005494	0.001169203	0.001288297
0.001027460	0.001193563	0.001309050
0.001052584	0.001205884	0.001322432
0.001084667	0.001210450	0.001331324
0.001115854	0.001207024	0.001332634
0.001141808	0.001194292	0.001327809
0.001163831	0.001173780	0.001322233
0.001186588	0.001148367	0.001319818
0.001207157	0.001119098	0.001317676
0.001219244	0.001085671	0.001310058
0.001219798	0.001047802	0.001293309
0.001211666	0.001008067	0.001269426
0.001198491	0.000969109	0.001241974
0.001179101	0.000930983	0.001211030
0.001155607	0.000894306	0.001178242
0.001128823	0.000860747	0.001145455
0.001099538	0.000831419	0.001113701
0.001071452	0.000806188	0.001085001
0.001046988	0.000783731	0.001059208
0.001024684	0.000764401	0.001035378
0.001004655	0.000747183	0.001012893
0.000985174	0.000730785	0.000990587
0.000965168	0.000714841	0.000967808
0.000945006	0.000700084	0.000945770
0.000925611	0.000686732	0.000925382
0.000906274	0.000675767	0.000907714
0.000887292	0.000667025	0.000892326
0.000869780	0.000659178	0.000879010
